mail runner,  தபாற்காரன், ஓட்டக்காரன், 
relay man,  ஓட்டக்காரன், 
communication by letters,  ஓலைக்கோள், 
the half of a palmyra leaf,  ஓலைச்சிறகு, 
the half of palmyraleaf,  ஓலைச்சிறகு, 
letter written on a palmyra leaf,  ஓலைச்சுருள், 
rolleed up and enclosed in a centirikkam,  ஓலைச்சுருள், 
manuscript on palmyra leaf,  ஓலைச்சுவடி, 
note written on a palmyra leaf by a poet and addressed to a chief or a person of wealth,  ஓலைத்தூக்கு, 
setting out his many attainments and praying for gifts,  ஓலைத்தூக்கு, 
setting out his,  ஓலைத்தூக்கு, 
many attainments and praying to gifts,  ஓலைத்தூக்கு, 
to write a letter on palmyra leaf,  ஓலைதீட்டல், 
chief secretary in the time of the chlas,  ஓலைநாயகன், 
chief secretary in the time of the,  ஓலைநாயகன், 
communication written on a palmyra leaf,  ஓலைப்பாசுரம், 
tropidonotus stolatus,  ஓலைப்பாம்பு, 
communication written on palmyra leaf,  ஓலைப்பாயிரம், 
a kind of flat adamant creeper of the species of vitex quadranger laris,  ஓலைப்பிரண்டை, 
doll made of,  ஓலைப்பிள்ளை, 
commend,  ஓலைப்புறம், பாராட்டு, பரிந்துரை, புகழ்ந்துரை, 
screwpine flower,  ஓலைப்பூ, 
prefatory address in a letter on a palmyra leaf,  ஓலைமுகப்பாசுரம், 
stamp imprinted on a palmyra leaf document,  ஓலைமுத்திரை, 
unevenness of a palm-leaf,  ஓலைமுரி, 
memorandum on a piece of a palmyra leaf,  ஓலைமுறி, 
memora ndum on a palmyra leaf,  ஓலைமுறி, 
a kind of bamboo,  பத்திரவீரியகம்/ கணையாரல், ஓலைமூங்கில், 
a kind of flat bamboo,  ஓலைமூங்கில், 
palm leaf document,  ஓலையாவணம், 
messenger who carries letters written on a palmyra leaf,  ஓலையாள், 
scrivener,  ஓலை யெழுத்தன்/ கூலி எழுத்தர், 
office of clerk,  ஓலையெழுத்து, 
knife used for trimming palmyra leaves,  ஓலைவாரி, 
cut las fish,  ஓலைவாளை, 
trichiurus savala,  சாவாளை, ஓலைவாளை, 
cutlas fish,  ஓலைவாளை, 
trichiurus hanmela,  ஓலைவாளை, 
cutlas-fish,  ஓலைவாளை, 
house thatched over with palmyra leaves,  ஓலைவீடு, 
palmyra which has served no other purpose but that of providing leaves,  ஓலைவெட்டுப்பனை, 
one of the five itar ayittam panai,  ஓலைவெட்டுப்பனை, 
one of the five,  ஓலைவெட்டுப்பனை, 
hedge plaited with palm leaves,  ஓலைவேலி, 
plaited with palm leaves,  ஓலைவேலி, 
portrait,  வட்டிகை, ஓவியம்// சித்திரப்பாவை, பிரதிமை, உருவப்படம், ஒவம், பாவை/ வட்டிகைப்பாவை/ வருத்து; நீளவாக்கில்/ கட்டளை// சொல்லோவியம், 
sculptors,  ஓவர், 
eulogists employed by princes to proclaim their titles and sing their praises,  ஓவர், 
unceasing effort,  ஓவாமை, 
mouth lacking teeth,  ஒவாய், 
vessel with broken brim,  ஒவாய், 
harelipped man,  ஓவாயன், 
picturesque body,  ஓவியகாயம், 
treatise on painting,  ஓவியநூல், 
treatis on painting,  ஓவியநூல், 
sweet speech,  ஓவியப்பேச்சு, 
graphic art,  படவரைவு, ஓவியம், 
painting o,  ஓவியம், 
art of painting,  வரணவேலை, ஓவியம், 
elegance in speech,  ஓவியம், 
pupper,  ஓவியம், 
sculptor who fashions images or idols,  ஓவியன், 
sculptor who fashions images of idols,  ஓவியன், 
tr to shun,  ஓவு, 
give up,  நீந்து; நீர்வார், ஓவு, தலைமுழுகு, தண்ணீர்வார்; நீ/ வி/ குறு, 
to remove separate,  ஓவு, 
broad open space,  ஓவென்றவெளி, 
signifying absolute darkness,  ஓவெனல், 
a continuous line,  ஓளி, 
place where elephants drink water,  ஓளி, 
matrimonial gift given to the bride,  ஓளி, 
euphonic particle added by children after sounding the long letters,  ஓனம், 
euphonic particle added by chi-ldren after sounding the long letters,  ஓனம், 
expression to halt the cattle and other running animals,  ஒள, 
indicative of summoning,  ஒள, 
excitation or halting,  ஒள, 
repetition by a chorus of the leaders song in a dancing peformance,  ஒளகம், 
shortened au as in,  ஒளகாரக்குறுக்கம், 
danseuse,  ஒளகாரக்குறுக்கம், 
one who holds that life was created out of herbs,  ஒளடதவாதி, 
herbs and vegetables,  ஒளடதி, 
musical mode which moves up and down within fine notes of the scale,  ஒளடவப்பண், 
nature of drugs or other medicines,  ஒளதக் கூறு, 
liquid diet,  ஒளதகம்; நீர்ம உணவு, 
neutralising the action of drugs,  ஒளத முறிப்பு, 
evil bent of mind,  ஒளவியம், 
especially used of the jaina sect,  ஒளவை, 
secret ceremony performed by some women twice a year on a tuesday,  ஒளவை நோன்பு, 
at midnight,  ஒளவை நோன்பு, 
when no males,  ஒளவை நோன்பு, 
even babes in arms,  ஒளவை நோன்பு, 
author of many verses found in ancient classics and to whom are ascribed some later popular minor moral works also,  ஒளவையார், 
aas expressing pity,  ஒளவையோ, 
secondary consonantal symbol ka,  க, 
sign in tamil arithmetic of the number one,  க, 
verb ending of the optative,  க, 
secondary vowel consonantal symbol ka,  க, 
sign in tamil numerals indicative of figure one,  க, 
the letter ka,  கஃகான், 
an expression signifying blackness,  கஃறெனல், 
the first consonant of the tamil alphabet,  க், 
onom expr of clucking,  கக்கக்கெனல், 
as fowls,  சீ/ கக்கக்கெனல், 
onom expr meaning laughter,  கக்கக்கெனல், 
onom expression of clucking,  கக்கக்கெனல், 
onom expression meaning laughter,  கக்கக்கெனல், 
arising from an overloaded stomach or resulting from running fast,  கக்கசம், 
onom expression signifying laugh,  கக்கட்டம், 
wrinkle leaved evening mallow,  கக்கடி, 
a kind of dagger s,  கக்கடை, 
vessel or bag carried under the arm by ascetics,  கக்கப்பாளம், 
vessel or bag carried under the am by ascetics,  கக்கப்பாளம், 
bag carried under the arm by ascetics and mendicants,  கக்கப்பை, 
bundle of cloth carried under the arm,  கக்கப்பொட்டணம், 
blabbering or talking incoherently,  கக்கபிக்கவெனல், 
name of a village deity,  கங்கையம்மன்/ கக்கர், 
kakr melo,  கக்கரி, 
onomexpression signifying wishy-wishy talk,  கக்கரிபிக்கரி, 
oil extracted from kakkari-melon seeds,  கக்கரியெண்ணெய், 
a soil used for terrace floor of mudroofed buildings,  கக்கரைமண், 
childs vomit,  கக்கல், 
generally by children,  கக்கல், 
anything cast out,  கக்கல், 
as from the mouth,  கக்கல், 
coming out of ones position,  கக்கல், 
chin cough or whooping cough,  கக்கல், 
emesis,  கக்கல்/ வாந்தி, உமட்டல், 
as that which flows at the beginning of a flood in a river,  கக்கல்கரைசல், 
liquidised excrement,  கக்கல்கரைசல், 
liquidy excrement,  கக்கல்கரைசல், 
vomitting and diarrhoea,  கக்கல்கழிச்சல், 
blatta orientalis,  கக்கலாத்து/ கரப்பான்பூச்சி, 
just half shooting forth,  கக்கலும்விக்கலுமாய், 
as grain in the ear of corn,  கக்கலும்விக்கலுமாய், 
stick used for martial art,  கக்கழி, 
an old place in lalguditaluk,  கக்கள்ளுர், 
able bodied man,  கக்கன், 
man of black complexion,  கக்கன், 
a stammerer,  கக்கன், 
a village in villuppuramdistrict,  கக்கனூர், 
a village in kanniya-kkumari district,  கக்காட்சேரி, 
sweet mango,  பழமா, தித்திப்பு மாங்காய், அதிசெளரபம்: மகரந்தம்// சேதாரம், தேமாங்காய்/ கக்கார், தேமா, தெசலம், தேக்கொக்கு, 
a willage in thanjavur district,  கக்காரக்கோட்டை, 
propername,  கக்கி, 
stamped bull,  ககுதி, 
torus,  வீக்கம்/ வளை/ காப்பு, பூத்தளம்/ கங்கணம்/ வீக்க முந்துறுத்தம், 
ibis white,  வெள்ளை அரிவாள் மூக்கன், பனிங்கிளி/ வெள்ளை தாழைக் காத்தி கொண்டன், தலை கருத்த கொண்டன் காஷன்டிக் கொக்கு/ கங்கணம், அரிவாள் மூக்கன்/ காஷன்டிக் கொக்கு, 
threskiornis melanocephala,  பனிங்கிளி/ வெள்ளை தாழைக் காத்தி கொண்டன், தலை கருத்த கொண்டன் காஷன்டிக் கொக்கு/ கங்கணம், அரிவாள் மூக்கன்/ காஷன்டிக் கொக்கு, 
a cord tied with a piece of turmeric worn around the wrist till a particular auspicious event comes to an end,  கங்கணம், 
a string tied with a piece of turmeric to the right wrist of the bridegroom and the left wrist of the bride at the commencement of the wedding ceremonies,  கங்கணம், 
also round the arm of such as bind themselves by a religious vow,  கங்கணம், 
wristlet,  வள்ளி/ கைக்கடிகை/ கங்கணம்/ கைக்காப்பு, தொடி, 
a waterfowl,  கங்கணம், 
a kind of water fowl,  கம்புள்/ கங்கணம்; நீர்வாங்கு, 
eagles feather,  கங்கபத்திரம், 
arrow winged with the feathers of an eagle or heron,  கங்கபத்திரம், 
name of the southern part of the mysore province which was ruled over by the kings of the gaga dynasty,  கங்கபாடி, 
common kite,  கங்கம், பருந்து, புட்கரம், 
name of a territory adjoining the tamil country and ruled over by the kakar,  கங்கம், 
name of a territory adjoining the tamil country and ruled over by the kangar,  கங்கம், 
a short rope,  கங்கல், 
dusk or dawn,  கங்கல், 
a willage in erode taluk in erode district,  கங்காபுரம், 
eastern grey,  கங்காரு, 
kangaroo,  பைம்மா/ கங்காரு, 
siva who wears garlands of bones,  கங்காளமாலி, 
kali being consort of kakalan,  கங்காளி, 
wretched man,  கங்காளி, 
kal being the consort of kanglan,  கங்காளி, 
kankala,  கங்காளி, 
a part of the trumpet,  கங்கில், 
apart of the trumpet,  கங்கில், 
burnt part of the wick in a lamp,  கங்கில், 
cord used for tieing pieces of wooden blocks in fishing nets,  கங்கில், 
young pal,  கங்குப்பனை/ வடலி, 
rough palmyra tree that is difficult to climb,  கங்குப்பனை, 
base of a palmyra leaf stalk encircling the tree,  கங்குமட்டை, 
the second star,  தாசி/ கங்குல், 
as those who usually carry on their activities during night time,  கங்குல்வாணர், 
rock horned-owl,  ஊலுகம்/ கங்குல்விழிப்பு, 
the small screech-owl,  கங்குல்விழிப்பு, 
young palmyra with the dried leaves still adhering to its trunk,  கங்குவடலி, 
watch or guard kept during night,  கங்குற்சிறை, 
the velala tribe,  கங்கைகுலம், 
who cliam to have migrated from the gangetic region,  கங்கைகுலம், 
capital of the chla kings from the time of rajendra i,  கங்கைகொண்டசோழபுரம், 
a city about ten miles from utaiyar palaiyam,  கங்கைகொண்டசோழபுரம், 
rajendra i,  கங்கைகொண்டசோழன், 
a chla king,  கங்கைகொண்டசோழன், 
who conquered the gangetic region,  கங்கைகொண்டசோழன், 
a cla king,  வீரசோழன்/ கங்கைகொண்டசோழன், 
name given to one of two groups in a boys game of ancient times,  கங்கைமாத்திரர், 
blue vittiol,  கங்கையோன், 
bone of the kaccam fish,  கச்சச்செல்வம், 
folds in the garment of a hindu,  கச்சட்டம், 
strip of cloth worn over a mans private parts,  கச்சட்டம், 
loin cloth,  நீர்ச்சீலை/ கௌபீனம்/ குளிசீலை, புடம்/ கீழுடை// சாண்சீலை// சூறை/ கச்சடம், அரைத்துணி/ கவ்வணம்; நீசல்;- இடுப்புத்துணி/ கோவணம்/ குடிசீலை, துவரை/ குழிசீலை, 
loin-cloth,  கவந்தி/ கச்சடி;- இடுப்புத்துணி/ குழிசீலை, 
a womans breast with a garment on,  கச்சணி முலை, 
well-girded breast,  கச்சணி முலை, 
gunny bag,  சணற்பை/ கோணி// சா// சாக்கு/ கன்னிப்பை/ கோணிப் பை// சாக்குப் பை/ கோணிப்பை/ கச்சந்தி, பை, 
unripe citron,  கச்சநாரத்தை, 
a thin iron sheet,  கச்சப்பட்டை, 
presents given for military training,  கச்சப்பணம், 
gusset,  இடையீட்டுபடலம், பிணைப்புத் தட்டு, பிடிமானம்/ கச்சம்/ கோப்புத் தகடு கொளுத்தட்டு திசைகாட்டி: முக்கோணவடிவத் துணி, துண்டு, V வடிவ வெட்டு, 
a certain very large number,  கச்சம், 
a very small kind of fish,  கச்சம், 
christmas rose herb,  கச்சம், 
the end piece of the hindu garment tucked up in folds at the waist,  கச்சம், 
such fold brought up from the front and tucked up behind,  கச்சம், 
elephants neck rope,  கச்சம்/ கண்டம், 
sea-shore,  கச்சான்/ கச்சம், பாராவாரம்/ வேலை; நீர்வரைப்பு/ கடற்கரை, 
land corroded by flow or wave of the river and sea,  கச்சம், 
a small kind of fish,  கச்சம்/ கொடுங்காரல், 
a mode of wearing cloth,  கச்சம், 
the one end of dhotiorsaree is folded up from behind between the legs and tucked into the waistnband,  கச்சம், 
kacchapa,  கச்சம், 
rope tied round the neck of an elephant,  கச்சம், 
string of small metal bell,  கச்சம், 
cloth worn around the waist,  கச்சமுறி, 
lamp black used as collyrium and applied to eye-lashes as decoration,  கச்சலம், 
a medicinal pill prescribed in the work of brahmamuni on medicine,  கச்சலிமாத்திரை, 
trader,  போகி, தரகர்/ கச்சவடக்காரன்/ வணிகன்: மச்சிகன்/ வைசியன்/ வணிகர்/ வியாபாரி/ வணிகக்கப்பல்// சார்த்தவகன்/ வாணிகன்/ வைதேகன், 
trade-wind,  தட அலைவுக்காற்று தடக்காற்று/ கச்சவடக்காற்று, 
commercial transaction,  கச்சவடப்பாடு/ வணிக நடவடிக்கை/ வணிகச் செயல்வினைகள்/ வணிகச் செயல்வினை, 
peddling,  கச்சவடம், 
trade especially in cloth,  கச்சவடம், 
mixing up of things,  கச்சவடம், 
cloth or clothes worn around waist,  கச்சவடம், 
trading,  வணிக மூலதனம், தொழில் வணிகம்/ வணிகத்தொழில்/ கச்சவடம், 
cloth trading,  கச்சவடம், 
mixing up of things cause confusion,  கச்சவடம், 
the plant aloe vera,  கச்சவாழை, 
collyrium for the eyes,  சக்குச்சுசியம்/ கண்ணீரம்/ கச்சளம்/ கும்பகாரிகை// சக்சுரியம்; நளநெளடதம், 
lamp black,  கச்சளம்/ கறுப்புவீரம், ஒட்டடை// சுடர் கரி/ விளக்குக் கரி, 
kaccal fish salted and dried,  கச்சற்கருவாடு, 
a sedge that grows near the seashore on saline ground,  கச்சற்கோரை, 
a sedge that grows near the sea-shore on saline ground,  கச்சற்கோரை, 
a kind of bitter kray or sedge grass,  கச்சற்கோரை, 
a village in thiruvarur district,  கச்சனம்/ கடனவயல், 
mans loin cloth,  நீச்சல்/ கச்சனம்/ கோவணம், 
a village in tuttukudi district,  கட்டாரங்குளம்/ கச்சனாவிளை, 
unr,  கச்சா, 
temporary,  தற்காலிகப் பல்/ கச்சா; நிலையற்ற, தற்காலிகமான, தற்காலிக உறுத்துக் கட்டளை, தற்காலிக வேலை// சிறிது காலம் நீடிக்கிற, தற்காலிக நடவடிக்கைகள், தற்காலிகத் தேக்ககம், அங்காமி/ குறுங்கால, தற்காலிகச் சமநிலை, தற்காலிக, தற்காலிகம்/ குறுங்காலிகமான, 
immature,  வளர்ச்சியுறா: முதிராத, பருவமடையாத, பழுக்காத/ கச்சா, பக்குவப்படாத: முதிரா, 
a term susceptible of a variety of metaphorical applications,  கச்சா, 
h kanco,  கச்சா, 
kacca,  கச்சா, 
fishes storage in cotton threadbasket,  கச்சா, 
small stick on both ends of a fishing net,  கச்சாக்கழி, 
south west wind,  கச்சாங்கோடை/ கச்சான்கோடை, 
small seer,  கச்சாச்சேர், 
a small measure of weight which made up of palams,  கச்சாச்சேர், 
stamped receipt book showing the collectors acknowledgment of the instalments of land tax received from the ryot together with an accurate account of the holding of the ryot,  கச்சாத்து, 
advice list of goods sent,  கச்சாத்து, 
tax receipt,  கச்சாத்து, 
acknowledgement,  ஒப்புகைச் சீட்டு, பெறுகையொப்பம், ஏற்பறிவிப்பு, ஒப்புக்கோள், ஒப்புகை/ கச்சாத்து, ஏற்பளிப்பு, பெறுகை ஒப்பம், ஒப்பளிப்பு, ஏற்றுக் கோடல், 
stuff,  ஆடைத் துணி, பறவை போன்று செய், திறனுள்ள, திணிப்பு// சரக்கு/ கச்சாப்பொருள்// செறி// செறிமம்: மூலப்பொருள், திணி, 
skt kajale,  கச்சாயி, 
mat-making,  கச்சாரம்:, 
a siva shrine in conjeevaram,  கச்சாலை, 
raised pial at the entrance of a thatched front roof,  கச்சாலை, 
front verandah of a hall,  கச்சாலை, 
a small area,  கச்சாலை, 
an assembly,  ஆத்தானகோழை/ கச்சாலை, 
u kachhari,  கச்சாலை, 
pkt kaccaari,  கச்சாலை, 
one of iva temples at kanipuram,  கச்சாலை, 
a small conical shapedfishingnetforfishing prawns,  கச்சாவலை, 
crabs,  கச்சாவலை, 
western direction,  குடதிசை/ கச்சான், 
southwest wind,  கச்சான், 
a wind accompanied by drizzling,  கச்சான், 
a western gentle breeze blowing for a long time,  கச்சான் கிடத்தல், 
current of water flow along the seacoast from west to east,  கச்சான்தொவகரை, 
fishing with net in the western direction,  கச்சான்வலைப்பு, 
prob guduci gulancha,  கச்சி, 
indian shrubby copper leaf,  கன்னிக்கிழங்கு; நந்தி; நத்திவிருட்சம்// சின்னி/ கச்சி, 
half of a dried palmyranut,  கச்சி, 
the city of conjeevaram,  கஞ்சி/ கச்சி, 
the city of kanjipuram,  கச்சி, 
hay,  கசவு, உலர்புல்// சதுரப்பட்டை// செத்தை/ வைக்கோல்/ கச்சி/ கதம்பை, 
linking fishing net,  கச்சி, 
a treatise of kalambagam variety composed by pndi arangandar,  கச்சிக்கலம்பகம், 
a kalambagam composed by gnanapprakar,  கச்சிக்கலம்பகம், 
root of acalpha,  கச்சிக்கிழங்கு, 
most ap,  கச்சிதம், 
perfect i,  கச்சிதம், 
accuracy,  சரி நுட்பம்/ வள்ளிசு; நேர்மை, பிழையின்மை/ கருக்கு, துல்லியம், பொங்கம்/ வழுவாமை; நுண்மை, தெளிவான, திட்டாந்தம்; நுட்பமான// சட்டம், திட்டவட்டம், துல்லியமான// செவ்வை// சட்டதிட்டம்; நுட்பபாகம்// சரிநிலை// சரிநுட்பம், துல்லிமை/ வரையறை/ கச்சிதம், 
hkacith,  கச்சிதம், 
the native place of a headman who had built a tank at dasasamudram in salem district,  கச்சிப்பள்ளி, 
malur taluk,  கச்சிப்பள்ளி, 
situated in between omalur and sankagiri,  கச்சிப்பள்ளி, 
a village in perambalur district,  கச்சிப்பெருமாள், 
a village in cudalore district,  கச்சிப்பெருமாள்நத்தம்/ கஞ்சாங்கொல்லை/ கச்சிராயநத்தம், 
author of th verse of nassinai,  கச்சிப்பேட்டு இளந்தச்சனார், 
author ofverses,  கச்சிப்பேட்டுநன்னாகையார், 
th of kuruntogai,  கச்சிப்பேட்டுநன்னாகையார், 
the author of kandapuranam,  கச்சிமுற்றம், 
the author of tanigai-p-purnam and other aivite works,  கச்சியப்பசிவாச்சாரியார், 
th c ad,  கச்சியப்பசிவாச்சாரியார், 
a village in villuppuram district,  கச்சிராபாளையம்/ கடப்பநந்தல்/ கடவம்பாக்கம், 
a village in madurai district,  கடவூர்/ கச்சிராயன்பட்டி// சாம்பல்நத்தம், திருவேடகம்: மோகூர், 
the first month,  கச்சினி, 
one month period,  கச்சினித்திங்கள், 
curset,  கச்சு, 
in ancient times a kind of brassiere sometimes reaching to the hip,  கச்சு, 
cummerbund,  கச்சு, 
broad tape band,  கச்சைப்பட்டை/ கச்சு, 
a kind of corset worn by indian women in ancient times,  கச்சு, 
nibble,  கச்சு/ கடி/ கொறித்தல்; நிபுள் அரை பைட்டு, 
garden lettuce,  கச்சு, 
cf fire,  கச்சு, 
cf fish,  கச்சு, 
gnawing,  கறித்தல்/ கச்சு/ கொந்து, 
to tie tightly,  கச்சு, 
a kind of garment,  கச்சு, பாடகம்/ வெண்பொத்தி, 
a kind of corset worn by women in ancient times,  கச்சு, 
bitter plant,  கச்சு, 
frui tsalad,  கச்சு, 
vegetable salad,  கச்சு, 
onomexpr of babbling interminably,  கச்சுக்கச்செனல், 
bedstead braided with bands of broad tape,  கச்சுக்கட்டில், 
a stick used for roofing purpose,  கச்சுக்கழி, 
bitter carp,  சாணிக்கெண்டை/ கருங்கெண்டை/ கைப்புக்கெண்டை/ கசப்புக்கெண்டை/ கச்சுக்கெண்டை, 
speaking indistinctly,  கச்சுப்பிச்செனல், 
a bitter variety of grass,  கச்சுப்புல், 
any bitter plant,  கச்சுப்பூடு, 
being affected by a skin disease,  கச்சுரம், 
cochin turmeric,  கச்சுரம், 
camphor turmeric,  கச்சுரம், 
date fruit,  புழுக்கை/ கச்சுரை/ கருமாலிகை, 
big nettle,  கச்சுரை, 
perch,  வரிக்கீளி/ கச்சூர்க்கட்டை: மையாலாபுயன்; நா செப்பிலி/ கன அலகு , பரண், பறவைநிற்பதற்கான கொம்பு, திரளி, 
wooden prop fixed into a wall to support a shelf,  கச்சூர்க்கட்டை, 
caesalpinia bonduc,  வெள்ளைக்கழற்சிக்கொடி/ கச்சூரம், 
bonducnut,  கச்சூரம், 
cutcherry,  கச்சேரி, 
office for the transaction of any public business,  கச்சேரி, 
an office of administration,  கச்சேரி, 
court house,  கச்சேரி, 
business proceeding in a public office,  கச்சேரி, 
as for musical entertainments or other parties for play or pastime,  கச்சேரி, 
a species of crape myrtle,  கச்சைக்கட்டை, 
benteak,  கச்சைக்கட்டை, 
an abdominal belt used formerly in cases of hernia for holding up the intestines in position,  கச்சைப்பட்டை, 
a kind of plaited gold chain,  கச்சைப்புறம், 
a girdle ornament of a woman,  கச்சைப்புறம், 
the unedible uluvai fish,  கச்சையுளுவை, 
white betel,  கச்சோடி, 
an inferior kind of black betel-leaf devoid of tenderness and pungency,  கச்சோடு, 
compound of spices used with betel,  கச்சோணி, 
glowworm,  கச்சோதம், தும்பினி/ கண்ணாடி, 
spiked garland flower,  கச்சோரம்// சங்கீதம், 
bruising between the fingers or hands,  கசக்கல், 
spring channel,  கசக்கால், 
channel dug out in beds of deep sand in a river to tap the underflow of water,  கசக்கால், 
rub sth k,  கசக்கு, 
crumple l,  கசக்கு, 
squeeze a,  தள்ளுமுள்ளு/ கசக்கு, 
to bruise between the fingers or hands,  கசக்கு, 
as cows udder,  கசக்கு, 
as a lemon,  கசக்கு, 
to crumple as paper,  கசக்கு, 
to roll gently and wash,  கசக்கு, 
as linen,  கசக்கு, 
nag,  குறும்பரி/ கசக்கு// சிறுமட்டம்: மட்டக்குதிரை, 
bring under discipline,  கசக்கு, 
squeezing bruising,  கசக்கு, 
squeezing,  நிபீடிதம், பிழிதல்/ கசக்கு, உற்பீடம், 
signifying rustling,  கசகசவெனல், 
cf kur kaskasrna perspiring and being hot,  கசகசவெனல், 
cf kur khusmarna affluence,  கசகசவெனல், 
onom expression signifying rustling,  கசகசவெனல், 
gurging,  கசகசவெனல், 
feel sticky with sweat,  கசகசவெனல், 
poppy seed,  கசகசா, 
poppy,  குருக்கு, அசரக்கம்/ கசகசா, 
cuscus,  சலம்/ வெட்டிவேர்/ கசகசா, 
poppy seed or opium poppy,  கசகசா, அபினி, 
poppy se,  கசகசா, 
opium poppy,  கசகசா, 
narcotic herb,  கசகசா, 
white in colour,  கசகசா, 
seed of the white poppy plant,  கசகசா, 
mar khaskhas,  கசகசா, 
the oil extracted from the poppy seeds,  கசகசாநெய், 
black horsegram,  கசகம், 
a species of mushroom,  கசகம், 
an oil extracted from the root of the plant arum macrorizon,  கசகரணி, 
to skid,  கசகு, 
to have misgivings,  கசகு, 
wicker basket,  குஞ்சிக்கூடை/ கொடிக்கூடை/ கசங்குக்கூடை, 
palm leaf stalk,  கசங்குத்தட்டு, 
ginger grass,  கோதகம்// சம்பாரப்புல், தண்டாங்கட்டைப்புல் இஞ்சிவேர்ப் புல்/ கசட்டம்புல், தண்டாங்கட்டைப்புல், தண்டான்கட்டைப்புல், 
as of unripe fruit,  புனிறு/ கசட்டை, 
youthhood,  கசட்டை, 
curds from which the butter has been removed,  கசட்டைத்தயிர், 
curd from which the butter has been removed,  கசட்டைத்தயிர், 
tender astringent fruit,  கசட்டைப்பிஞ்சு, 
tender and young fruit,  கசட்டைப்பிஞ்சு, 
an unripe fruit,  கசட்டைப்பிஞ்சு, 
mean and unscrupulous persons,  கசடர், 
dhobys earth which removes dirt from clothes,  கசடறுக்கும்மண், 
he who is base,  கசடன், 
low minded,  கசடன், 
slag,  உருக்குக் கசடு/ கசடு: மாழைக்கசடு// சிட்டம், எரிகசடு, 
waste fro,  கசடு, 
dirtiness,  கலதை/ கசண்டு/ கசடு/ கரிக்கோலம், 
cf t gasi dregs,  கசடு, 
h kacra,  கசடு, 
uncleanliness,  கறை, அபவித்திரம்/ கசண்டு, அசங்கிதம், அசாதம், துப்புரவுக்கேடு/ வாலாமை, அசங்கியம், 
bitter fig or wild fig,  கசப்பகத்தி, 
peacock fan fern,  கசப்பி, 
like a miniature palm,  கசப்பி, 
white dead nettle flower,  கசப்பி, 
small variety of spindle tree,  கசப்பி, 
bitter,  இன்னலான/ கசப்பான/ கசப்பு, 
unpleasa,  கசப்பு, 
utter disli,  கசப்பு, 
thanjavur bitter orange,  கசப்புக்கிச்சிலி, 
a bitter variety of eclipse plant,  கசப்புக்கையான், 
a red variety of indian chick weed,  கசப்புக்கொடிச்சி, 
bitter ctron,  கசப்புக்கொழுமிச்சை, 
a bitter unanidrug,  கசப்புச்சுரிஞ்சான், 
bitter bottle-gourd,  கசப்புச்சுரை, 
bitter pigeon pea,  கசப்புத்துவரை, 
wild pigeon pea,  கசப்புத்துவரை, 
the residual water after crystallisation of sodium chloride,  கசப்புநீர், 
a bitter species of spinach,  கசப்புப்பசலை, 
wild-luffa,  கசப்புப்பீர்க்கு, 
a bitter variety of fetid memosa,  கசப்புப்பிவேல், 
bitter tobacco,  கசப்புப்புகயிலை, 
hepatic aloe,  கசப்புப்போளம், 
bitter drumstick,  கசப்புமுருங்கை, 
bitter almond tree,  கசப்புவாதுமை, 
bitter root of red rkini,  கசப்புவேர், 
skt kacillaka,  கசப்பூலிகம், 
the five bitter drug plants viz,  கசப்பைந்து, 
common gendarussa,  கசப்பைந்து, 
gossip about a secret,  கசபுசல், 
tittle tattle,  கசபுசல், 
title-tattle,  கசபுசல், 
calcining medicine with the fire prepared from burning cakes of cow dung,  கசபுடம், 
a fire prepared with one hundred cakes of dried cowdung for calcining medicines,  கசபுடம், 
blackbeetle,  கசம்பி, 
spreadin,  கசமுச, 
onom expression signifying disorderliness,  கசமுச, 
profit or loss on the exchange of coins,  கசர், 
flaw in a ruby,  கசர்; நெய்ப்பிலி, புடாயம், அர்த்தநாரி, 
astringency of tender coconut water,  கசர், 
the extra amount obtained by bargaining,  கசர், 
highly astringend arecanut,  கசர்ப்பாக்கு, 
a kind of strong relish prepared by adding paste of chilli to coconut,  நீர்த்துவையல்/ கசரி, 
curry or similar things,  கசரி, 
a measure in weight,  கசரை, 
a small variety of kendai fish,  கசலை, 
a dravidian tribe who inhabit the nilgiri district of tamilnadu and southern part of karnataka state,  கசவர், 
a fibrous plant,  கசவு/ கசா, 
youth-hood,  கசள், 
a small fresh water fish,  கசளி, 
