அங்கீகரித்தல்,சம்மதித்தல்.,19, [ angkīkarittal ]
அங்கீகாரியம்,அங்கீகரிக்கத்தக்கது.,19, [ angkīkāriyam ]
அங்கீகிருதம்,அங்கீகரிக்கப்பட்டது.,19, [ angkīkirutam ]
அங்குசக்கிரன்,யானைப்பாகன்.,19, [ angkucakkiraṉ ]
அங்குசபாதி,சிறுபுள்ளடி.,19, [ angkucapāti ]
அங்குசபிசாரி,கொள்ளுப்பூண்டு.,19, [ angkucapicāri ]
அங்குசரோசனம்,கூகைநீறு.,19, [ angkucarōcaṉam ]
அங்குசவி,கொள்ளு.,19, [ angkucavi ]
அங்குசோலி,அறுகம்புல்லு.,19, [ angkucōli ]
அங்குடம்,திறவுகோல்.,19, [ angkuṭam ]
அங்குட்டமாத்திரம்,பெருவிரலளவு.,19, [ angkuṭṭamāttiram ]
அங்குஷ்டம்,"அங்குட்டம், பாண்டுவியாதி.",19, [ angkuṣṭam ]
அங்குரி,விரல்.,19, [ angkuri ]
அங்குலிகம்,மோதிரம்.,19, [ angkulikam ]
அங்குலிசந்தேகம்,விரனொடித்தல்.,19, [ angkulicantēkam ]
அங்குலிதோரணம்,திரிபுண்டரம்.,19, [ angkulitōraṇam ]
அங்குலிபஞ்சகம்,ஐந்துவிரல்.,19, [ angkulipañcakam ]
அங்குலிமுகம்,விரனுனி.,19, [ angkulimukam ]
அங்குலீகம்,மோதிரம்.,19, [ angkulīkam ]
அங்கூசம்,அங்குசம்.,19, [ angkūcam ]
அங்கூடம்,"அம்பு, கீரி.",19, [ angkūṭam ]
அங்கை,"அழகியகை, உள்ளங்கை.",19, [ angkai ]
அங்கோலை,அழிஞ்சிற்பட்டை.,19, [ angkōlai ]
அசகண்டர்,"வேளை, கைவேளை.",19, [ acakaṇṭar ]
அசகத்து,விடாதது.,19, [ acakattu ]
அசகாயம்,சிநுகாயம்.,19, [ acakāyam ]
அசகியம்,அருவருப்பு.,19, [ acakiyam ]
அசக்கல்,கட்டல்.,19, [ acakkal ]
அசக்கீரம்,ஆட்டுப்பால்.,19, [ acakkīram ]
அசங்கச்சித்தன்,அஞ்ஞானமனத்தன்.,19, [ acangkaccittaṉ ]
அசங்கதியலங்காரம்,தொடர்பின்மையணி.,19, [ acangkatiyalangkāram ]
அசங்கன்,"அஞ்ஞானன், ஒட்டாதவன்.",19, [ acangkaṉ ]
அசங்கியம்,"அசங்கமம், அருவருப்பு.",19, [ acangkiyam ]
அசங்கியா,எண்ணிறந்தது.,19, [ acangkiyā ]
அசங்கியேயம்,எண்ணக்கூடாதது.,19, [ acangkiyēyam ]
அசங்கியை,அசங்கியா.,19, [ acangkiyai ]
அசங்குதல்,அசைதல்.,19, [ acangkutal ]
அசங்கோசம்,அடக்கமின்மை.,19, [ acangkōcam ]
அசச்சனன்,துர்ச்சனன்.,19, [ acaccaṉaṉ ]
அசஞ்சத்தி,சங்கற்பமறல்.,19, [ acañcatti ]
அசஞ்சயம்,ஐயமின்மை.,19, [ acañcayam ]
அசஞ்சலர்,அசைவற்றவர்.,19, [ acañcalar ]
அசடர்,கீழ்மக்கள்.,19, [ acaṭar ]
அசட்டர்,களங்கமுடையவர்.,19, [ acaṭṭar ]
அசட்டி,அசமதாகம்.,19, [ acaṭṭi ]
அசதாசாரம்,துராசாரம்.,19, [ acatācāram ]
அசதிசன்னி,ஒருநோய்.,19, [ acaticaṉṉi ]
அசதியாட்டல்,நகையாடச்செய்தல்.,19, [ acatiyāṭṭal ]
